    0.00     0.63     0.00     0.00     0.00
   -1.32     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     1.04    -0.02
    0.00     0.00     0.11     0.00     0.64
    0.00     0.00     1.46     0.03     0.00
