    0.00     3.74     0.00     0.00     0.00
   11.16     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.89     4.17
    0.00     0.00     2.33     0.00     5.76
    0.00     0.00    -3.71     7.01     0.00
